                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     44,                 1.9253,                 2.0554,                 1.8985,                0.36928,                0.30264,                0.24562,                0.10882,                 1.9896,                 2.1943,                 1.9776,              0.0011486,              0.0011486,              0.0011486
                     45,                 1.9778,                 2.0528,                 1.9031,                0.32948,                0.29717,                0.23741,                  0.103,                 1.9889,                 2.1736,                 1.9658,              0.0011288,              0.0011288,              0.0011288
                     46,                 2.0122,                  2.129,                  1.919,                0.37694,                0.30994,                0.26292,                0.11544,                 1.9711,                 2.1851,                 1.9334,               0.001109,               0.001109,               0.001109
                     47,                  1.967,                 2.0556,                 1.8797,                0.39982,                0.31358,                0.28988,                0.13411,                 1.9466,                 2.0572,                 1.9227,              0.0010892,              0.0010892,              0.0010892
                     48,                 1.9501,                 2.1092,                 1.8787,                0.39472,                0.31449,                 0.2711,                0.12728,                 1.9304,                 2.1741,                 1.9165,              0.0010694,              0.0010694,              0.0010694
                     49,                 1.9912,                 2.1115,                 1.8785,                0.33998,                0.28596,                0.21172,                0.08875,                 1.9801,                 2.3104,                 1.9263,              0.0010496,              0.0010496,              0.0010496
                     50,                 1.9283,                 2.0843,                 1.8899,                0.39516,                0.31632,                0.27662,                0.12748,                 1.9251,                  2.116,                 1.8989,              0.0010298,              0.0010298,              0.0010298
                     51,                 1.9073,                 2.0105,                 1.8465,                0.41388,                0.32361,                0.28491,                0.13189,                 1.9481,                 2.0656,                 1.9185,                0.00101,                0.00101,                0.00101
                     52,                 1.9572,                 2.0645,                  1.899,                0.38058,                0.31267,                0.26404,                0.12149,                 1.9386,                 2.1955,                 1.8798,              0.0009902,              0.0009902,              0.0009902
                     53,                 1.9264,                 2.0445,                 1.8501,                0.38176,                0.30173,                0.27681,                0.12809,                 1.9429,                 2.0901,                 1.9227,              0.0009704,              0.0009704,              0.0009704
                     54,                 1.9102,                 2.0128,                 1.8252,                0.39222,                0.32088,                0.27648,                0.12547,                 1.9209,                 2.1039,                 1.9121,              0.0009506,              0.0009506,              0.0009506
                     55,                 1.8757,                 2.0063,                 1.8321,                0.35182,                0.32634,                0.28611,                0.12984,                 1.9338,                  2.168,                 1.8965,              0.0009308,              0.0009308,              0.0009308
                     56,                 1.8574,                 1.9543,                 1.8158,                0.35458,                0.32702,                 0.2453,                0.11247,                 1.9398,                 2.3993,                 1.8765,               0.000911,               0.000911,               0.000911
                     57,                  1.888,                 2.0323,                 1.8592,                0.41217,                0.34002,                0.29422,                0.14001,                 1.9176,                 2.0239,                 1.8798,              0.0008912,              0.0008912,              0.0008912
                     58,                 1.8842,                 2.0257,                 1.8293,                0.42219,                0.31814,                0.29334,                0.14017,                 1.9514,                  2.055,                  1.917,              0.0008714,              0.0008714,              0.0008714
                     59,                 1.8628,                 1.9628,                 1.8357,                0.40912,                 0.3227,                0.28544,                0.13513,                 1.8823,                 2.0698,                 1.8728,              0.0008516,              0.0008516,              0.0008516
                     60,                 1.8823,                 2.0393,                 1.8244,                0.37083,                 0.3227,                0.26345,                0.11397,                 1.9055,                 2.1998,                 1.8601,              0.0008318,              0.0008318,              0.0008318
                     61,                  1.825,                  1.951,                 1.7866,                0.40785,                0.32999,                0.30932,                0.14359,                 1.9121,                 2.0289,                 1.8957,               0.000812,               0.000812,               0.000812
                     62,                 1.8822,                 1.9792,                 1.7868,                0.39731,                 0.3382,                0.26722,                 0.1229,                 1.9162,                 2.1064,                 1.8816,              0.0007922,              0.0007922,              0.0007922
                     63,                 1.8515,                 1.9844,                 1.8544,                0.38128,                0.35005,                0.28222,                0.13456,                 1.8842,                 2.1267,                 1.8492,              0.0007724,              0.0007724,              0.0007724
                     64,                 1.8641,                 1.9422,                  1.814,                0.36225,                0.32999,                0.25047,                0.11319,                 1.8932,                 2.1247,                 1.8639,              0.0007526,              0.0007526,              0.0007526
                     65,                 1.8224,                 1.9216,                  1.808,                0.40686,                0.32634,                0.28097,                0.12846,                 1.8827,                  2.048,                 1.8381,              0.0007328,              0.0007328,              0.0007328
                     66,                 1.8636,                 1.9475,                 1.8088,                0.41334,                0.32628,                0.29154,                0.13484,                 1.8933,                 2.0388,                 1.8662,               0.000713,               0.000713,               0.000713
                     67,                 1.8205,                 1.8822,                  1.752,                0.41831,                0.32543,                0.29647,                0.13657,                 1.8869,                 2.1029,                 1.8472,              0.0006932,              0.0006932,              0.0006932
                     68,                 1.8606,                 1.9417,                 1.7755,                0.46071,                0.31814,                0.29851,                0.13906,                 1.9087,                 2.0304,                  1.887,              0.0006734,              0.0006734,              0.0006734
                     69,                 1.8257,                 1.9593,                 1.8156,                0.42305,                0.27347,                 0.2613,                0.12268,                 1.8883,                  2.095,                 1.8573,              0.0006536,              0.0006536,              0.0006536
                     70,                  1.816,                 1.8908,                 1.7582,                0.44592,                 0.3536,                0.31344,                0.14936,                 1.9086,                   1.96,                 1.8653,              0.0006338,              0.0006338,              0.0006338
                     71,                 1.8156,                 1.8466,                 1.7376,                0.38199,                0.31358,                0.27575,                0.12634,                 1.8845,                 2.0619,                 1.8471,               0.000614,               0.000614,               0.000614
                     72,                 1.7751,                 1.8458,                 1.7565,                0.44812,                 0.3619,                0.31998,                0.15119,                 1.8628,                 2.0043,                 1.8412,              0.0005942,              0.0005942,              0.0005942
                     73,                 1.8037,                 1.8566,                 1.7526,                0.36699,                0.30629,                0.24571,                0.10952,                 1.8886,                 2.1273,                 1.8511,              0.0005744,              0.0005744,              0.0005744
                     74,                 1.7909,                 1.8291,                  1.744,                0.40659,                0.34731,                0.30029,                0.14641,                 1.8795,                 2.0027,                  1.855,              0.0005546,              0.0005546,              0.0005546
                     75,                   1.78,                  1.844,                 1.7421,                0.40622,                0.35734,                0.31752,                0.15237,                  1.861,                 1.9771,                 1.8369,              0.0005348,              0.0005348,              0.0005348
                     76,                 1.8037,                 1.8776,                 1.7703,                0.37525,                0.32452,                0.26613,                0.12264,                 1.8881,                 2.0711,                 1.8337,               0.000515,               0.000515,               0.000515
                     77,                 1.8257,                 1.9494,                 1.7406,                0.40715,                0.35916,                0.30106,                0.14117,                   1.86,                 2.0093,                 1.8436,              0.0004952,              0.0004952,              0.0004952
                     78,                  1.778,                 1.8689,                 1.7368,                0.39592,                0.33577,                0.30544,                0.14573,                 1.8558,                 2.0179,                 1.8227,              0.0004754,              0.0004754,              0.0004754
                     79,                 1.7891,                 1.8441,                 1.7432,                0.40354,                0.33455,                0.29434,                0.13746,                 1.8855,                 2.0182,                 1.8635,              0.0004556,              0.0004556,              0.0004556
                     80,                 1.7862,                 1.8254,                 1.7549,                0.39443,                0.34555,                0.29315,                0.13863,                  1.864,                  2.002,                 1.8273,              0.0004358,              0.0004358,              0.0004358
                     81,                 1.7811,                 1.7914,                 1.7089,                0.39263,                0.36828,                0.31989,                0.15633,                 1.8508,                 1.9807,                 1.8208,               0.000416,               0.000416,               0.000416
                     82,                 1.7627,                 1.7809,                 1.7082,                0.39602,                0.35369,                0.29753,                0.14215,                 1.8701,                 2.0213,                 1.8373,              0.0003962,              0.0003962,              0.0003962
                     83,                 1.7975,                  1.802,                 1.7061,                0.42293,                0.35005,                 0.3122,                0.15171,                 1.8562,                 1.9753,                 1.8221,              0.0003764,              0.0003764,              0.0003764
                     84,                 1.7182,                  1.743,                  1.701,                0.43298,                0.35005,                 0.3108,                0.14975,                 1.8639,                 2.0276,                 1.8173,              0.0003566,              0.0003566,              0.0003566
                     85,                  1.765,                 1.7813,                 1.6975,                0.43973,                0.34458,                0.31839,                0.15378,                 1.8613,                 1.9815,                 1.8327,              0.0003368,              0.0003368,              0.0003368
                     86,                 1.7047,                 1.7517,                 1.6975,                0.40689,                0.34896,                0.30915,                0.15402,                 1.8702,                 2.0436,                 1.8252,               0.000317,               0.000317,               0.000317
                     87,                 1.7386,                 1.7199,                 1.6536,                0.42726,                0.33364,                0.31406,                0.15337,                 1.8559,                 1.9695,                 1.8174,              0.0002972,              0.0002972,              0.0002972
                     88,                 1.7331,                 1.7812,                 1.6961,                0.40165,                0.36828,                0.31511,                0.15442,                 1.8422,                  1.985,                 1.8078,              0.0002774,              0.0002774,              0.0002774
                     89,                 1.7719,                 1.7327,                 1.6811,                0.41688,                0.35916,                0.32368,                0.16004,                 1.8376,                 1.9464,                 1.7999,              0.0002576,              0.0002576,              0.0002576
                     90,                 1.7591,                 1.9136,                  1.717,                0.39197,                 0.3309,                0.28864,                0.13802,                  1.882,                 2.0576,                 1.8312,              0.0002378,              0.0002378,              0.0002378
                     91,                 1.7817,                 1.8522,                 1.7132,                0.43422,                0.35916,                 0.3222,                0.16037,                 1.8642,                 1.9587,                 1.8191,               0.000218,               0.000218,               0.000218
                     92,                 1.7568,                 1.8569,                 1.7241,                0.42094,                0.36372,                 0.3135,                0.15209,                 1.8532,                 1.9804,                  1.807,              0.0001982,              0.0001982,              0.0001982
                     93,                 1.7257,                  1.844,                 1.7458,                0.41677,                0.36372,                0.31631,                 0.1519,                 1.8747,                 1.9724,                 1.8243,              0.0001784,              0.0001784,              0.0001784
                     94,                 1.7216,                 1.7732,                 1.7015,                0.41435,                0.35734,                0.32913,                0.16069,                 1.8506,                 1.9385,                 1.8059,              0.0001586,              0.0001586,              0.0001586
                     95,                 1.7382,                 1.7724,                 1.6911,                0.40002,                0.36828,                 0.3255,                0.15977,                 1.8473,                 1.9482,                 1.8083,              0.0001388,              0.0001388,              0.0001388
                     96,                 1.7062,                 1.7464,                 1.6654,                0.43179,                0.34774,                0.31573,                0.15375,                 1.8509,                 1.9621,                  1.806,               0.000119,               0.000119,               0.000119
                     97,                 1.7261,                 1.7845,                 1.6981,                0.45109,                0.34731,                0.32112,                0.15726,                 1.8355,                 1.9404,                 1.7983,               9.92e-05,               9.92e-05,               9.92e-05
                     98,                 1.7013,                 1.7043,                 1.6502,                0.42871,                0.35709,                0.32239,                0.15936,                 1.8361,                  1.937,                 1.8021,               7.94e-05,               7.94e-05,               7.94e-05
                     99,                 1.7159,                 1.7199,                 1.6389,                0.43488,                0.34913,                0.31358,                  0.152,                 1.8409,                 1.9629,                 1.8032,               5.96e-05,               5.96e-05,               5.96e-05
