                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    143,                 1.5661,                 1.4852,                 1.5655,                0.64357,                0.49042,                0.54321,                0.31261,                 1.4572,                 1.2708,                 1.4311,              0.0005942,              0.0005942,              0.0005942
                    144,                 1.5659,                 1.4577,                 1.5389,                0.62321,                0.49964,                0.54382,                0.31687,                 1.4503,                 1.2512,                 1.4214,              0.0005843,              0.0005843,              0.0005843
                    145,                 1.5361,                 1.4697,                 1.5444,                0.63262,                 0.4925,                0.54054,                 0.3156,                 1.4563,                 1.2497,                 1.4365,              0.0005744,              0.0005744,              0.0005744
                    146,                 1.5676,                 1.4696,                 1.5259,                0.62922,                0.49948,                0.54697,                0.30808,                 1.4698,                 1.2917,                 1.4301,              0.0005645,              0.0005645,              0.0005645
                    147,                 1.5376,                 1.4445,                 1.5277,                0.64345,                0.49722,                0.55123,                0.32251,                 1.4446,                 1.2456,                 1.4196,              0.0005546,              0.0005546,              0.0005546
                    148,                 1.5258,                 1.4329,                 1.5331,                0.64819,                0.50196,                0.55521,                 0.3211,                 1.4572,                 1.2327,                 1.4381,              0.0005447,              0.0005447,              0.0005447
                    149,                 1.5367,                 1.4549,                 1.5425,                0.64069,                0.49271,                0.55051,                0.31685,                 1.4522,                 1.2536,                 1.4269,              0.0005348,              0.0005348,              0.0005348
                    150,                 1.5092,                 1.4335,                 1.5495,                0.62693,                0.49372,                0.53462,                0.31185,                 1.4652,                 1.2572,                 1.4366,              0.0005249,              0.0005249,              0.0005249
                    151,                 1.5091,                 1.4425,                 1.5294,                0.65751,                0.50093,                0.55624,                0.32212,                 1.4517,                 1.2347,                 1.4235,               0.000515,               0.000515,               0.000515
                    152,                 1.4908,                 1.4017,                 1.5096,                0.63838,                0.50999,                0.55303,                0.32454,                 1.4406,                 1.2211,                 1.4158,              0.0005051,              0.0005051,              0.0005051
                    153,                 1.5091,                 1.4135,                 1.5158,                0.64126,                0.51383,                0.55953,                 0.3227,                 1.4385,                 1.2342,                 1.4085,              0.0004952,              0.0004952,              0.0004952
                    154,                 1.5307,                 1.4048,                 1.5152,                0.64864,                0.51164,                0.56203,                 0.3279,                 1.4448,                 1.2101,                 1.4145,              0.0004853,              0.0004853,              0.0004853
                    155,                 1.5433,                 1.4124,                 1.5097,                 0.6649,                 0.5033,                0.56384,                0.32925,                 1.4304,                 1.2083,                 1.4056,              0.0004754,              0.0004754,              0.0004754
                    156,                 1.5089,                 1.3982,                 1.4964,                0.65165,                0.51329,                0.56853,                0.32895,                 1.4532,                  1.203,                 1.4088,              0.0004655,              0.0004655,              0.0004655
                    157,                 1.5156,                 1.3943,                 1.5124,                0.66182,                0.51659,                0.57228,                0.33076,                 1.4283,                  1.197,                 1.4143,              0.0004556,              0.0004556,              0.0004556
                    158,                 1.4848,                 1.4002,                 1.5117,                0.62987,                 0.5205,                0.56351,                0.32427,                 1.4241,                 1.2339,                 1.3974,              0.0004457,              0.0004457,              0.0004457
                    159,                 1.5094,                 1.4219,                 1.5226,                0.65353,                0.49948,                0.55959,                0.33394,                 1.4154,                 1.1917,                 1.4052,              0.0004358,              0.0004358,              0.0004358
                    160,                 1.5069,                 1.3779,                 1.4999,                0.66537,                 0.5265,                0.57832,                0.33701,                 1.4234,                 1.1779,                 1.4019,              0.0004259,              0.0004259,              0.0004259
                    161,                 1.5142,                 1.3681,                 1.4979,                0.65128,                0.52607,                0.57102,                0.33526,                 1.4133,                 1.1906,                 1.4001,               0.000416,               0.000416,               0.000416
                    162,                  1.503,                 1.3689,                 1.4944,                0.67694,                0.51339,                0.57649,                0.33668,                 1.4185,                 1.1861,                 1.3979,              0.0004061,              0.0004061,              0.0004061
                    163,                 1.4609,                 1.3579,                  1.495,                0.66282,                0.50633,                0.57336,                0.33816,                 1.4127,                 1.1755,                 1.3947,              0.0003962,              0.0003962,              0.0003962
                    164,                  1.495,                 1.3478,                 1.4773,                0.66616,                0.51721,                0.57674,                0.33967,                 1.4134,                 1.1989,                 1.3869,              0.0003863,              0.0003863,              0.0003863
                    165,                 1.5032,                 1.3866,                  1.502,                0.64684,                0.51556,                0.57379,                0.34158,                  1.404,                 1.1753,                  1.387,              0.0003764,              0.0003764,              0.0003764
                    166,                 1.4542,                 1.3708,                 1.5027,                0.67869,                0.51205,                0.58047,                 0.3411,                 1.4137,                 1.1816,                 1.3946,              0.0003665,              0.0003665,              0.0003665
                    167,                 1.4649,                  1.353,                 1.4806,                 0.6615,                0.53039,                0.58796,                0.35189,                 1.3895,                 1.1458,                 1.3745,              0.0003566,              0.0003566,              0.0003566
                    168,                 1.4762,                 1.3894,                 1.4998,                0.66676,                0.53309,                0.59092,                0.35092,                 1.3935,                 1.1443,                 1.3753,              0.0003467,              0.0003467,              0.0003467
                    169,                 1.4777,                 1.3522,                 1.4909,                0.67327,                0.52524,                0.58977,                0.34802,                 1.3972,                 1.1535,                 1.3752,              0.0003368,              0.0003368,              0.0003368
                    170,                 1.4943,                 1.3504,                 1.4964,                0.67779,                0.52833,                0.58906,                0.35046,                 1.3915,                 1.1437,                   1.37,              0.0003269,              0.0003269,              0.0003269
                    171,                 1.4671,                 1.3298,                 1.4831,                0.68507,                0.52215,                0.59474,                0.35192,                 1.3922,                 1.1326,                 1.3711,               0.000317,               0.000317,               0.000317
                    172,                 1.4884,                 1.3484,                 1.4989,                  0.679,                 0.5287,                0.59256,                0.35255,                 1.3916,                 1.1387,                 1.3715,              0.0003071,              0.0003071,              0.0003071
                    173,                  1.489,                 1.3648,                 1.4905,                0.69707,                0.53204,                 0.5989,                0.35708,                 1.3873,                 1.1263,                 1.3706,              0.0002972,              0.0002972,              0.0002972
                    174,                 1.4497,                 1.3389,                 1.4986,                0.66811,                0.51891,                0.58214,                0.35144,                 1.3855,                 1.1345,                 1.3706,              0.0002873,              0.0002873,              0.0002873
                    175,                 1.4265,                 1.2885,                 1.4646,                0.69497,                0.53122,                0.60044,                0.35527,                 1.3855,                 1.1253,                 1.3647,              0.0002774,              0.0002774,              0.0002774
                    176,                 1.4726,                 1.3512,                 1.4721,                0.67616,                0.53637,                0.59797,                0.35512,                  1.383,                  1.133,                 1.3635,              0.0002675,              0.0002675,              0.0002675
                    177,                 1.4366,                 1.2901,                 1.4541,                0.68313,                0.53353,                0.59933,                0.36098,                 1.3832,                 1.1157,                  1.367,              0.0002576,              0.0002576,              0.0002576
                    178,                 1.4446,                 1.3131,                 1.4791,                0.68879,                0.53781,                0.60291,                0.36257,                 1.3708,                 1.1049,                 1.3564,              0.0002477,              0.0002477,              0.0002477
                    179,                 1.4319,                 1.3057,                 1.4733,                0.68535,                0.54129,                0.60779,                0.36248,                 1.3663,                 1.1009,                 1.3531,              0.0002378,              0.0002378,              0.0002378
                    180,                 1.4479,                 1.3158,                 1.4732,                0.69472,                0.53287,                0.60573,                0.36526,                 1.3641,                 1.0901,                  1.353,              0.0002279,              0.0002279,              0.0002279
                    181,                 1.4388,                 1.2981,                  1.466,                0.67995,                0.53348,                0.60386,                0.36288,                 1.3586,                 1.0972,                 1.3469,               0.000218,               0.000218,               0.000218
                    182,                 1.4511,                 1.2955,                 1.4576,                0.68547,                0.54518,                0.60858,                0.36637,                 1.3581,                 1.0881,                 1.3474,              0.0002081,              0.0002081,              0.0002081
                    183,                  1.474,                 1.3415,                 1.4621,                0.69689,                0.54173,                0.61454,                0.36709,                 1.3658,                  1.096,                 1.3511,              0.0001982,              0.0001982,              0.0001982
                    184,                  1.455,                 1.3109,                 1.4666,                0.69619,                0.54113,                0.61233,                0.36941,                 1.3532,                 1.0869,                 1.3441,              0.0001883,              0.0001883,              0.0001883
                    185,                  1.439,                 1.3125,                 1.4638,                0.70799,                0.53534,                 0.6134,                0.36812,                 1.3678,                 1.0933,                 1.3522,              0.0001784,              0.0001784,              0.0001784
                    186,                 1.4494,                 1.3069,                 1.4581,                0.69782,                0.54338,                0.61608,                0.37116,                  1.357,                 1.0793,                 1.3455,              0.0001685,              0.0001685,              0.0001685
                    187,                 1.4772,                  1.304,                 1.4465,                0.70711,                0.54708,                0.61923,                0.37083,                 1.3574,                 1.0894,                 1.3442,              0.0001586,              0.0001586,              0.0001586
                    188,                 1.4427,                  1.303,                 1.4719,                0.70196,                0.55134,                0.62055,                0.37318,                 1.3553,                  1.076,                  1.347,              0.0001487,              0.0001487,              0.0001487
                    189,                 1.4647,                 1.3025,                 1.4634,                0.71068,                0.55162,                0.62117,                0.37338,                 1.3511,                 1.0859,                 1.3396,              0.0001388,              0.0001388,              0.0001388
                    190,                 1.4513,                 1.3695,                 1.4546,                0.71281,                0.52751,                0.61127,                0.37068,                 1.3594,                 1.1006,                 1.3492,              0.0001289,              0.0001289,              0.0001289
                    191,                 1.4735,                  1.289,                 1.4611,                 0.7013,                0.53369,                0.61101,                0.36862,                 1.3638,                 1.0927,                 1.3495,               0.000119,               0.000119,               0.000119
                    192,                 1.4567,                  1.287,                  1.463,                0.69113,                0.54223,                0.60976,                0.36528,                 1.3648,                 1.0983,                  1.349,              0.0001091,              0.0001091,              0.0001091
                    193,                 1.4486,                 1.2821,                 1.4397,                0.70769,                0.53979,                 0.6169,                0.37195,                 1.3499,                  1.078,                 1.3409,               9.92e-05,               9.92e-05,               9.92e-05
                    194,                 1.4483,                 1.2657,                 1.4526,                0.69132,                0.54626,                0.61094,                0.36723,                 1.3548,                 1.0991,                 1.3393,               8.93e-05,               8.93e-05,               8.93e-05
                    195,                  1.422,                 1.2525,                 1.4366,                0.70577,                 0.5432,                0.61908,                0.37301,                 1.3476,                 1.0718,                 1.3333,               7.94e-05,               7.94e-05,               7.94e-05
                    196,                 1.4459,                 1.2853,                 1.4428,                0.70238,                0.54562,                 0.6182,                0.37499,                 1.3429,                 1.0704,                 1.3311,               6.95e-05,               6.95e-05,               6.95e-05
                    197,                 1.4224,                 1.2525,                 1.4414,                0.70762,                 0.5409,                0.62041,                0.37416,                 1.3446,                 1.0677,                  1.331,               5.96e-05,               5.96e-05,               5.96e-05
                    198,                 1.4302,                  1.231,                 1.4268,                0.70699,                0.54234,                0.62038,                0.37543,                 1.3423,                 1.0631,                 1.3311,               4.97e-05,               4.97e-05,               4.97e-05
                    199,                 1.4181,                 1.2197,                 1.4172,                0.70007,                 0.5475,                0.62156,                0.37619,                 1.3442,                 1.0601,                 1.3329,               3.98e-05,               3.98e-05,               3.98e-05
